precio,ba√±os,habitabiones,metros_construidos,estrato
7500000000,8.0,8.0,305.0,5.0
300000000,3.0,3.0,75.0,3.0
600000000,3.0,3.0,96.0,4.0
2300000000,3.0,6.0,88.0,4.0
2100000000,3.0,4.0,190.0,5.0
2700000000,3.0,4.0,265.0,5.0
2000000000,,12.0,390.0,4.0
1900000000,6.0,4.0,310.0,
415000000,3.0,3.0,154.0,3.0
6800000000,4.0,,452.0,1.0
12000000000,9.0,6.0,,
550000000,3.0,4.0,350.0,3.0
160000000,3.0,4.0,31.0,4.0
690000000,4.0,4.0,205.0,4.0
4000000000,2.0,5.0,975.0,5.0
4000000000,2.0,2.0,240.0,6.0
480000000,4.0,5.0,250.0,
900000000,2.0,3.0,271.0,5.0
7200000000,5.0,6.0,489.0,6.0
580000000,4.0,3.0,115.0,
340000000,4.0,3.0,198.0,
550000000,2.0,3.0,117.0,
780000000,7.0,10.0,301.0,2.0
7976842764,,12.0,485.0,4.0
3200000000,5.0,4.0,450.0,
7578000626,7.0,7.0,803.0,3.0
370000000,2.0,3.0,108.0,5.0
320000000,2.0,3.0,127.0,4.0
300000000,,,,
1250000000,3.0,3.0,280.0,5.0
2200000000,4.0,4.0,370.0,6.0
1550000000,4.0,7.0,285.0,
560000000,2.0,3.0,145.0,5.0
420000000,3.0,3.0,125.0,4.0
7850000000,5.0,4.0,443.0,6.0
500000000,3.0,4.0,260.0,3.0
495000000,2.0,3.0,100.0,6.0
380000000,3.0,3.0,90.0,
900000000,4.0,6.0,219.0,5.0
2700000000,4.0,4.0,270.0,6.0
610000000,2.0,3.0,147.0,5.0
135000000,,2.0,,
1600000000,3.0,3.0,390.0,5.0
900000000,4.0,5.0,108.0,5.0
650000000,4.0,5.0,160.0,5.0
2900000000,9.0,12.0,1486.0,5.0
115000000,,2.0,,2.0
650000000,5.0,4.0,210.0,4.0
1350000000,5.0,3.0,150.0,6.0
2500000000,3.0,4.0,270.0,5.0
1700000000,2.0,3.0,,6.0
280000000,2.0,4.0,168.0,3.0
265000000,2.0,3.0,155.0,
700000000,4.0,4.0,,4.0
350000000,2.0,4.0,300.0,3.0
2000000000,3.0,3.0,351.0,4.0
1300000000,2.0,6.0,297.0,3.0
1500000000,5.0,4.0,305.0,
550000000,3.0,3.0,128.0,5.0
260000000,3.0,4.0,105.0,2.0
2750000000,6.0,4.0,270.0,6.0
600000000,3.0,5.0,,4.0
2500000000,5.0,4.0,325.0,5.0
1050000000,2.0,3.0,300.0,3.0
3244500000,2.0,4.0,200.0,6.0
218000000,2.0,3.0,102.0,3.0
280000000,3.0,3.0,140.0,3.0
310000000,,3.0,199.0,
950000000,3.0,3.0,320.0,5.0
2000000000,5.0,5.0,450.0,5.0
800000000,,,140.0,
1500000000,5.0,7.0,500.0,5.0
2200000000,5.0,4.0,260.0,6.0
8500000000,4.0,4.0,460.0,5.0
1250000000,4.0,5.0,550.0,3.0
500000000,2.0,3.0,265.0,
1250000000,4.0,3.0,217.0,6.0
597000000,2.0,3.0,147.0,5.0
370000000,2.0,3.0,,4.0
2000000000,3.0,2.0,911.0,5.0
250000000,2.0,4.0,120.0,3.0
400000000,3.0,3.0,160.0,
3600000000,3.0,3.0,400.0,5.0
2000000000,4.0,4.0,112.0,5.0
350000000,3.0,3.0,130.0,4.0
380000000,2.0,3.0,280.0,
350000000,3.0,3.0,133.0,3.0
350000000,2.0,5.0,140.0,3.0
280000000,2.0,4.0,80.0,3.0
670000000,4.0,6.0,200.0,
1000000000,4.0,5.0,150.0,4.0
245000000,2.0,6.0,,2.0
320000000,2.0,3.0,,3.0
2400000000,3.0,5.0,400.0,5.0
14000000000,4.0,8.0,595.0,5.0
1800000000,3.0,2.0,180.0,5.0
700000000,4.0,4.0,300.0,5.0
4300000000,,,300.0,
350000000,2.0,4.0,115.0,3.0
30000000000,,,2000.0,5.0
220000000,2.0,4.0,79.0,
415000000,3.0,4.0,154.0,3.0
550000000,4.0,4.0,186.0,4.0
380000000,3.0,3.0,132.0,4.0
397000000,3.0,5.0,300.0,3.0
6600000000,6.0,4.0,450.0,6.0
300000000,2.0,5.0,150.0,3.0
3500000000,6.0,8.0,500.0,
3000000000,2.0,3.0,824.0,4.0
570000000,4.0,3.0,140.0,5.0
265000,3.0,4.0,111.0,3.0
2200000000,2.0,3.0,,5.0
780000000,5.0,5.0,225.0,4.0
3700000000,5.0,7.0,853.0,5.0
2500000000,7.0,6.0,1100.0,5.0
480000000,3.0,3.0,125.0,
7000000000,7.0,9.0,900.0,5.0
6000000000,8.0,5.0,1075.0,2.0
480000000,2.0,4.0,131.0,3.0
1000000000,2.0,3.0,384.0,
700000000,5.0,5.0,500.0,4.0
230000000,2.0,3.0,,3.0
2400000000,6.0,4.0,400.0,5.0
450000000,2.0,5.0,200.0,3.0
750000000,3.0,5.0,200.0,
400000000,4.0,7.0,250.0,3.0
3924000000,3.0,3.0,251.0,
500000000,5.0,8.0,256.0,3.0
850000000,3.0,4.0,300.0,3.0
760000000,5.0,10.0,300.0,3.0
2300000000,5.0,5.0,258.0,5.0
360000000,3.0,3.0,175.0,3.0
1250000000,2.0,2.0,360.0,2.0
280000000,2.0,3.0,72.0,4.0
6000000000,,4.0,270.0,5.0
240000000,,3.0,180.0,3.0
1800000000,3.0,6.0,300.0,5.0
500000000,3.0,6.0,162.0,4.0
7200000000,6.0,5.0,290.0,4.0
2200000000,3.0,4.0,480.0,
1000000000,2.0,2.0,250.0,3.0
360000000,2.0,4.0,98.0,4.0
7500000000,2.0,4.0,1000.0,
1600000000,5.0,4.0,390.0,5.0
255000000,2.0,4.0,210.0,3.0
3200000000,6.0,7.0,248.0,
500000000,,20.0,380.0,3.0
395000000,,,,
230000000,2.0,5.0,160.0,2.0
850000000,6.0,7.0,150.0,4.0
150000000,,3.0,84.0,
3200000000,5.0,3.0,450.0,6.0
13440000000,6.0,6.0,720.0,6.0
2500000000,7.0,7.0,1200.0,
456000000,2.0,3.0,125.0,6.0
880000000,2.0,3.0,258.0,4.0
15953685528,6.0,5.0,856.0,5.0
850000000,3.0,6.0,160.0,2.0
1300000000,4.0,4.0,194.0,5.0
13750000000,8.0,6.0,840.0,5.0
830000000,2.0,3.0,280.0,5.0
1000000000,7.0,6.0,728.0,3.0
263500000,2.0,3.0,94.0,4.0
4100000000,16.0,16.0,740.0,
330000000,3.0,4.0,145.0,3.0
300000000,2.0,4.0,200.0,
630000000,4.0,5.0,414.0,3.0
3500000000,3.0,3.0,200.0,6.0
900000000,8.0,13.0,430.0,3.0
780000000,5.0,5.0,176.0,5.0
550000000,2.0,4.0,140.0,3.0
240000000,2.0,3.0,,3.0
650000000,5.0,8.0,152.0,
1800000000,4.0,5.0,432.0,4.0
7000000000,6.0,10.0,692.0,5.0
620000000,4.0,3.0,220.0,5.0
690000000,2.0,3.0,193.0,4.0
3700000000,6.0,4.0,288.0,5.0
650000000,2.0,5.0,325.0,3.0
300000000,3.0,4.0,240.0,3.0
1200000000,5.0,5.0,3000.0,3.0
1400000000,4.0,3.0,140.0,6.0
250000000,2.0,6.0,,
1700000000,5.0,3.0,600.0,6.0
550000000,7.0,7.0,456.0,
345000000,3.0,3.0,94.0,3.0
1839600000,7.0,6.0,380.0,5.0
1000000000,,4.0,200.0,5.0
260000000,,3.0,,
1700000000,6.0,5.0,350.0,6.0
370000000,2.0,4.0,92.0,4.0
160000000,,2.0,72.0,
400000000,3.0,4.0,170.0,4.0
5500000000,5.0,3.0,250.0,6.0
1700000000,3.0,3.0,350.0,
5500000000,6.0,6.0,730.0,5.0
5600000000,7.0,7.0,575.0,6.0
5000000000,,5.0,290.0,
260000000,3.0,3.0,150.0,4.0
7179158488,4.0,4.0,452.0,5.0
3500000000,4.0,5.0,460.0,5.0
800000000,3.0,4.0,250.0,
180000000,,4.0,120.0,
370000000,3.0,3.0,120.0,4.0
1550000000,3.0,3.0,,
168000000,,3.0,63.0,3.0
650000000,4.0,4.0,722.0,3.0
1340000000,3.0,3.0,270.0,4.0
370000000,3.0,3.0,240.0,
463500000,4.0,6.0,143.0,3.0
1300000000,3.0,3.0,217.0,5.0
1600000000,3.0,3.0,280.0,6.0
330000000,4.0,6.0,218.0,3.0
1200000000,5.0,4.0,307.0,3.0
4750000000,5.0,5.0,2870.0,6.0
3100000000,5.0,3.0,272.0,5.0
500000000,4.0,6.0,190.0,3.0
210000000,2.0,3.0,140.0,2.0
285000000,2.0,3.0,145.0,2.0
380000000,2.0,3.0,101.0,3.0
700000000,4.0,4.0,300.0,5.0
6500000000,,14.0,350.0,6.0
830000000,5.0,8.0,415.0,4.0
1600000000,6.0,6.0,350.0,3.0
3500000000,2.0,5.0,310.0,6.0
4000000000,3.0,2.0,240.0,6.0
11500000000,5.0,4.0,406.0,6.0
800000000,3.0,4.0,360.0,
593000000,2.0,3.0,177.0,
1700000000,2.0,3.0,364.0,6.0
1700000000,5.0,5.0,850.0,6.0
330000000,3.0,5.0,170.0,3.0
1100000000,5.0,4.0,160.0,5.0
250000000,,3.0,146.0,3.0
1500000000,5.0,5.0,325.0,5.0
400000000,3.0,4.0,150.0,3.0
1450000000,4.0,4.0,264.0,6.0
880000000,3.0,7.0,576.0,6.0
690000000,6.0,12.0,240.0,
6500000000,6.0,6.0,730.0,
1200000000,3.0,4.0,200.0,6.0
3200000000,6.0,5.0,560.0,5.0
1500000000,2.0,6.0,480.0,5.0
370000000,3.0,,90.0,
600000000,3.0,3.0,102.0,4.0
17000000000,7.0,5.0,464.0,4.0
3500000000,3.0,3.0,200.0,
5760000000,4.0,6.0,345.0,4.0
350000000,2.0,3.0,124.0,3.0
1050000000,,10.0,220.0,6.0
1250000000,4.0,3.0,261.0,6.0
430000000,3.0,3.0,98.0,5.0
1200000000,7.0,6.0,728.0,3.0
5000000000,4.0,5.0,365.0,6.0
8000000000,,2.0,470.0,
10968158801,5.0,6.0,840.0,
2400000000,3.0,3.0,280.0,4.0
545000000,3.0,3.0,128.0,6.0
3000000000,2.0,4.0,120.0,4.0
1650000000,2.0,3.0,340.0,
18615278000,9.0,9.0,561.0,6.0
400000000,2.0,3.0,110.0,
3500000000,3.0,4.0,310.0,6.0
2997000000,6.0,5.0,600.0,6.0
1695000000,3.0,3.0,206.0,6.0
6000000000,8.0,6.0,800.0,
22000000000,4.0,4.0,1300.0,6.0
250000000,2.0,3.0,160.0,4.0
880000000,3.0,7.0,350.0,4.0
250000000,2.0,3.0,98.0,5.0
1650000000,3.0,3.0,340.0,6.0
2700000000,3.0,4.0,,5.0
225000000,,4.0,,
1650000000,5.0,5.0,700.0,5.0
4750000000,5.0,4.0,660.0,6.0
430000000,2.0,3.0,92.0,4.0
4000000000,5.0,4.0,400.0,6.0
800000000,2.0,3.0,455.0,3.0
1600000000,3.0,3.0,400.0,5.0
428000000,3.0,3.0,200.0,4.0
320000000,3.0,4.0,140.0,3.0
290000000,2.0,5.0,118.0,3.0
2280000000,36.0,34.0,838.0,
300000000,,3.0,108.0,3.0
920000000,2.0,5.0,324.0,3.0
460000000,2.0,3.0,290.0,3.0
950000000,3.0,3.0,435.0,5.0
1500000000,3.0,8.0,495.0,5.0
3100000000,7.0,5.0,500.0,6.0
580000000,,2.0,,
6300000000,,18.0,1892.0,5.0
2350000000,2.0,3.0,135.0,4.0
1275000000,6.0,3.0,,6.0
1350000000,4.0,4.0,768.0,
230000000,,3.0,87.0,2.0
1600000000,4.0,4.0,440.0,
450000000,2.0,5.0,157.0,
380000000,2.0,3.0,165.0,4.0
800000000,3.0,3.0,250.0,5.0
900000000,3.0,4.0,240.0,4.0
9680000000,4.0,,440.0,5.0
990000000,2.0,4.0,350.0,
580000000,2.0,3.0,217.0,3.0
450000000,3.0,5.0,136.0,
300000000,2.0,3.0,83.0,3.0
250000000,,3.0,142.0,
799000000,5.0,4.0,350.0,5.0
300000000,2.0,3.0,140.0,4.0
380000000,3.0,3.0,128.0,3.0
8500000000,2.0,4.0,600.0,5.0
9500000000,5.0,4.0,447.0,6.0
335000000,3.0,3.0,120.0,3.0
370000000,3.0,3.0,109.0,4.0
650000000,3.0,3.0,136.0,5.0
600000000,3.0,3.0,170.0,4.0
290000000,3.0,3.0,144.0,4.0
700000000,5.0,4.0,108.0,4.0
7580419668,4.0,4.0,452.0,4.0
380000000,3.0,3.0,120.0,4.0
4375000000,4.0,8.0,625.0,6.0
2100000000,3.0,3.0,600.0,6.0
790000000,4.0,4.0,450.0,3.0
670000000,4.0,6.0,330.0,4.0
590000000,2.0,3.0,137.0,5.0
6500000000,7.0,6.0,489.0,5.0
210000000,2.0,3.0,78.0,2.0
500000000,3.0,3.0,131.0,4.0
550000000,3.0,4.0,165.0,4.0
2300000000,5.0,5.0,296.0,
355000000,5.0,6.0,228.0,3.0
270000000,2.0,3.0,98.0,3.0
400000000,2.0,3.0,300.0,3.0
600000000,,4.0,150.0,3.0
11900000000,8.0,6.0,840.0,
2800000000,5.0,15.0,500.0,5.0
350000000,2.0,3.0,142.0,3.0
7000000000,4.0,4.0,413.0,
2100000000,4.0,3.0,162.0,6.0
2700000000,4.0,4.0,340.0,6.0
1300000000,8.0,9.0,469.0,4.0
350000000,3.0,3.0,,3.0
1300000000,,3.0,100.0,
780000000,3.0,3.0,220.0,5.0
1100000000,3.0,5.0,324.0,
5200000000,9.0,13.0,500.0,
8000000000,4.0,4.0,500.0,6.0
1900000000,5.0,5.0,280.0,5.0
3500000000,7.0,7.0,240.0,5.0
15958778248,6.0,5.0,,
260000000,4.0,4.0,220.0,4.0
1100000000,4.0,3.0,270.0,
2100000000,4.0,3.0,250.0,6.0
430000000,6.0,7.0,162.0,4.0
2900000000,,4.0,140.0,4.0
1900000000,3.0,3.0,220.0,6.0
530000000,3.0,4.0,185.0,4.0
650000000,7.0,8.0,253.0,3.0
350000000,2.0,3.0,200.0,
230000000,2.0,2.0,90.0,3.0
1200000000,,,741.0,
1650000000,3.0,3.0,340.0,6.0
750000000,2.0,4.0,150.0,5.0
4900000000,6.0,6.0,850.0,4.0
750000000,3.0,3.0,118.0,5.0
360000000,3.0,3.0,137.0,4.0
1700000000,3.0,3.0,600.0,6.0
480000000,4.0,4.0,180.0,2.0
14820000000,6.0,6.0,560.0,
280000000,4.0,4.0,129.0,4.0
480000000,3.0,3.0,90.0,6.0
6500000000,,14.0,590.0,5.0
4388664018,3.0,3.0,450.0,5.0
300000000,4.0,7.0,162.0,3.0
315000000,2.0,3.0,120.0,3.0
820000000,3.0,4.0,,
1752912000,6.0,9.0,372.0,4.0
350000000,3.0,3.0,140.0,4.0
1500000000,2.0,5.0,,
700000000,2.0,3.0,199.0,4.0
6500000000,2.0,,317.0,5.0
2600000000,4.0,4.0,335.0,5.0
400000000,3.0,3.0,140.0,4.0
200000000,2.0,3.0,80.0,3.0
400000000,,2.0,,3.0
20000000000,6.0,,1657.0,5.0
4200000000,7.0,5.0,649.0,
3500000000,3.0,7.0,283.0,4.0
230000000,2.0,3.0,48.0,2.0
650000000,2.0,3.0,,3.0
860000000,3.0,2.0,410.0,5.0
280000000,3.0,4.0,180.0,3.0
510000000,2.0,3.0,117.0,
580000000,3.0,3.0,113.0,
180000000,,3.0,81.0,
800000000,4.0,4.0,208.0,5.0
350000000,4.0,7.0,260.0,3.0
1200000000,4.0,4.0,190.0,4.0
4000000000,3.0,8.0,440.0,6.0
700000000,3.0,4.0,231.0,
280000000,2.0,3.0,,3.0
15958778248,4.0,4.0,744.0,5.0
340000000,2.0,3.0,156.0,4.0
435000000,3.0,3.0,100.0,4.0
2300000000,4.0,4.0,400.0,6.0
2700000000,6.0,5.0,420.0,6.0
560000000,4.0,6.0,190.0,3.0
3000000000,4.0,3.0,390.0,6.0
4787633474,6.0,5.0,727.0,3.0
1150000000,6.0,10.0,240.0,5.0
8777328036,4.0,4.0,406.0,6.0
6000000000,9.0,10.0,158.0,
2250000000,2.0,4.0,155.0,3.0
932000000,3.0,3.0,114.0,6.0
6000000000,2.0,4.0,330.0,
250000000,2.0,3.0,180.0,4.0
3750000000,4.0,5.0,315.0,
700000000,3.0,4.0,205.0,5.0
1700000000,5.0,4.0,320.0,4.0
650000000,4.0,4.0,253.0,
1400000000,4.0,3.0,273.0,
380000000,3.0,3.0,128.0,3.0
370000000,2.0,3.0,300.0,3.0
7200000000,,14.0,501.0,4.0
4500000000,,5.0,400.0,
350000000,2.0,4.0,112.0,4.0
692000000,2.0,,74.0,
3600000000,2.0,4.0,260.0,5.0
220000000,3.0,3.0,127.0,
300000000,2.0,6.0,300.0,2.0
1300000000,7.0,9.0,411.0,
250000000,2.0,4.0,184.0,3.0
8378358580,4.0,4.0,440.0,6.0
380000000,4.0,6.0,450.0,
3200000000,7.0,5.0,,6.0
11900000000,9.0,6.0,840.0,6.0
6800000000,4.0,4.0,430.0,6.0
15000000000,,,1200.0,5.0
6900000000,5.0,6.0,300.0,5.0
2200000000,5.0,5.0,600.0,6.0
550000000,3.0,3.0,,5.0
1600000000,3.0,3.0,280.0,6.0
445000000,2.0,2.0,84.0,5.0
1900000000,2.0,3.0,220.0,6.0
850000000,6.0,7.0,250.0,4.0
1500000000,6.0,5.0,300.0,5.0
350000000,4.0,4.0,95.0,3.0
8576000000,3.0,3.0,552.0,
6000000000,,11.0,1331.0,5.0
3200000000,6.0,4.0,385.0,6.0
259000000,3.0,5.0,150.0,3.0
280000000,3.0,4.0,216.0,3.0
17000000000,,,2358.0,
192000000,,2.0,140.0,3.0
13120000000,6.0,6.0,540.0,5.0
290000000,,3.0,72.0,3.0
250000000,2.0,3.0,110.0,3.0
1500000000,4.0,3.0,240.0,
600000000,2.0,2.0,147.0,5.0
1900000000,5.0,4.0,375.0,6.0
400000000,2.0,3.0,110.0,
2500000000,4.0,3.0,230.0,4.0
2700000000,,5.0,675.0,5.0
1400000000,4.0,4.0,300.0,5.0
700000000,3.0,7.0,220.0,3.0
2000000000,7.0,5.0,855.0,6.0
6000000000,2.0,4.0,,6.0
950000000,2.0,3.0,250.0,5.0
300000000,,,279.0,
370000000,4.0,4.0,145.0,4.0
550000000,2.0,3.0,120.0,4.0
3500000000,3.0,5.0,100.0,
2300000000,4.0,4.0,400.0,6.0
1500000000,2.0,2.0,100.0,6.0
1200000000,7.0,7.0,300.0,
494000000,3.0,3.0,128.0,6.0
2000000000,3.0,3.0,,5.0
1030000000,8.0,10.0,409.0,4.0
280000000,2.0,5.0,90.0,3.0
400000000,2.0,5.0,,
250000000,,3.0,84.0,2.0
2000000000,3.0,3.0,830.0,5.0
550000000,4.0,4.0,320.0,4.0
460000000,3.0,3.0,137.0,4.0
3450000000,7.0,6.0,498.0,5.0
1100000000,5.0,5.0,275.0,
330000000,,2.0,165.0,4.0
400000000,3.0,4.0,160.0,4.0
600000000,2.0,3.0,277.0,4.0
1300000000,4.0,4.0,300.0,5.0
280000000,2.0,3.0,500.0,
1400000000,4.0,4.0,350.0,6.0
370000000,2.0,4.0,320.0,3.0
1980000000,5.0,4.0,485.0,6.0
1200000000,5.0,4.0,240.0,5.0
600000000,2.0,6.0,200.0,4.0
700000000,5.0,5.0,300.0,5.0
4500000000,5.0,5.0,625.0,
520000000,4.0,6.0,172.0,
360000000,,2.0,350.0,3.0
1100000000,3.0,4.0,544.0,5.0
350000000,3.0,5.0,100.0,4.0
1600000000,3.0,,,3.0
2600000000,5.0,4.0,385.0,6.0
1200000000,4.0,4.0,544.0,4.0
3200000000,9.0,10.0,486.0,5.0
3500000000,5.0,5.0,220.0,6.0
960000000,3.0,3.0,560.0,3.0
390000000,3.0,4.0,159.0,4.0
400000000,2.0,3.0,122.0,5.0
500000000,4.0,,240.0,
248000000,,3.0,190.0,3.0
240000000,3.0,3.0,,
3500000000,10.0,13.0,800.0,
1300000000,4.0,4.0,374.0,
3500000000,7.0,8.0,629.0,5.0
8897000000,6.0,5.0,447.0,6.0
430000000,2.0,3.0,166.0,3.0
400000000,4.0,7.0,254.0,3.0
2222640000,2.0,4.0,773.0,
1300000000,3.0,4.0,218.0,
720000000,4.0,4.0,300.0,5.0
2500000000,6.0,7.0,350.0,6.0
7500000000,6.0,5.0,395.0,4.0
290000000,,3.0,84.0,3.0
320000000,2.0,4.0,72.0,3.0
1200000000,,2.0,353.0,4.0
315000000,2.0,4.0,190.0,
380000000,,,240.0,
500000000,2.0,3.0,121.0,4.0
700000000,3.0,3.0,250.0,5.0
600000000,3.0,3.0,157.0,5.0
2400000000,8.0,6.0,400.0,
1300000000,2.0,6.0,297.0,3.0
370000000,2.0,6.0,145.0,3.0
2300000000,3.0,4.0,350.0,6.0
2200000000,3.0,5.0,486.0,4.0
1600000000,6.0,6.0,350.0,3.0
2300000000,3.0,3.0,300.0,6.0
520000000,3.0,3.0,140.0,5.0
800000000,3.0,3.0,285.0,5.0
380000000,5.0,6.0,126.0,3.0
350000000,,4.0,192.0,
550000000,3.0,4.0,140.0,4.0
1900000000,3.0,3.0,250.0,6.0
850000000,2.0,5.0,230.0,5.0
250000000,2.0,4.0,90.0,3.0
179000000,,4.0,81.0,3.0
3500000000,5.0,4.0,400.0,6.0
410000000,2.0,3.0,150.0,4.0
1650000000,3.0,3.0,340.0,6.0
800000000,2.0,4.0,,2.0
1020000000,2.0,3.0,174.0,5.0
300000000,2.0,3.0,147.0,3.0
4200000000,4.0,4.0,320.0,6.0
1200000000,2.0,4.0,,5.0
1650000000,6.0,6.0,420.0,4.0
780000000,2.0,2.0,166.0,6.0
800000000,3.0,5.0,200.0,4.0
405000000,3.0,3.0,140.0,4.0
510000000,,9.0,167.0,3.0
650000000,2.0,4.0,198.0,4.0
1650000000,3.0,3.0,270.0,
325000000,4.0,4.0,130.0,3.0
1600000000,4.0,6.0,290.0,4.0
7100000000,5.0,4.0,440.0,
405000000,3.0,3.0,120.0,4.0
3950000000,3.0,3.0,300.0,5.0
1300000000,7.0,7.0,240.0,4.0
5828164300,6.0,6.0,428.0,6.0
8000000000,4.0,4.0,440.0,6.0
350000000,3.0,3.0,131.0,4.0
790000000,4.0,4.0,200.0,
215000000,,3.0,120.0,2.0
2300000000,4.0,3.0,241.0,6.0
700000000,4.0,3.0,125.0,3.0
2100000000,4.0,3.0,600.0,6.0
