precio,ba√±os,habitabiones,metros_construidos,estrato
650000000,2.0,3.0,134.0,5.0
1600000000,3.0,4.0,240.0,6.0
7100000000,5.0,4.0,440.0,5.0
850000000,7.0,8.0,,
490000000,2.0,3.0,,2.0
1950000000,,11.0,380.0,5.0
600000000,2.0,8.0,300.0,4.0
8378358580,5.0,5.0,406.0,6.0
3500000000,5.0,4.0,500.0,6.0
370000000,2.0,3.0,60.0,
6900000000,,,,
650000000,7.0,7.0,330.0,
1100000000,2.0,3.0,327.0,6.0
410000000,4.0,5.0,160.0,4.0
3500000000,4.0,4.0,400.0,6.0
700000000,,,386.0,
225918392,4.0,6.0,279.0,3.0
170000000,2.0,3.0,120.0,3.0
7979389124,7.0,6.0,705.0,6.0
6000000000,,,153.0,4.0
320000000,2.0,3.0,40.0,
1300000000,4.0,4.0,300.0,5.0
420000000,4.0,4.0,318.0,3.0
350000000,2.0,4.0,198.0,3.0
7979389124,,,754.0,6.0
3500000000,3.0,8.0,240.0,5.0
110000000,,2.0,98.0,2.0
4800000000,5.0,,550.0,
320000000,,3.0,90.0,3.0
1800000000,5.0,4.0,600.0,6.0
1797000000,5.0,5.0,650.0,5.0
5984541843,6.0,5.0,385.0,5.0
35000000000,11.0,10.0,500.0,
650000000,4.0,3.0,175.0,6.0
1850000000,4.0,5.0,420.0,4.0
2000000000,2.0,4.0,,5.0
593000000,2.0,3.0,177.0,
5500000000,3.0,3.0,169.0,5.0
280000000,2.0,3.0,120.0,3.0
600000000,2.0,4.0,180.0,5.0
7500000000,8.0,7.0,836.0,6.0
530000000,3.0,4.0,185.0,4.0
2500000000,6.0,4.0,600.0,6.0
700000000,4.0,4.0,300.0,5.0
5500000000,5.0,3.0,250.0,6.0
550000000,3.0,4.0,180.0,3.0
600000000,4.0,6.0,282.0,
600000000,5.0,5.0,374.0,4.0
430000000,2.0,3.0,142.0,3.0
990000000,2.0,3.0,104.0,5.0
600000000,4.0,2.0,135.0,1.0
290000000,2.0,3.0,122.0,4.0
300000000,3.0,4.0,100.0,3.0
1500000000,3.0,4.0,400.0,
240000000,2.0,6.0,160.0,
1152000000,3.0,3.0,856.0,
750000000,3.0,6.0,214.0,
400000000,4.0,3.0,,3.0
790000000,4.0,4.0,184.0,5.0
400000000,5.0,5.0,250.0,4.0
750000000,3.0,3.0,215.0,
200000000,,3.0,209.0,3.0
480000000,,3.0,520.0,3.0
330000000,2.0,4.0,286.0,2.0
450000000,2.0,5.0,381.0,3.0
295000000,3.0,3.0,200.0,2.0
4000000000,5.0,4.0,420.0,6.0
2500000000,6.0,4.0,350.0,6.0
1900000000,4.0,3.0,220.0,6.0
780000000,3.0,3.0,,5.0
190000000,3.0,3.0,,3.0
14500000000,,13.0,1065.0,6.0
950000000,3.0,4.0,360.0,4.0
1100000000,2.0,3.0,,5.0
4000000000,,12.0,457.0,4.0
2700000000,5.0,4.0,360.0,6.0
720000000,5.0,3.0,160.0,5.0
1200000000,7.0,6.0,785.0,3.0
1900000000,5.0,3.0,600.0,6.0
3500000000,8.0,7.0,347.0,
230000000,,3.0,,3.0
5760000000,4.0,6.0,345.0,4.0
3750000000,4.0,5.0,315.0,6.0
285000000,,4.0,72.0,3.0
260000000,2.0,4.0,100.0,3.0
3800000000,8.0,9.0,760.0,6.0
2800000000,3.0,3.0,382.0,5.0
1500000000,6.0,4.0,300.0,6.0
850000000,7.0,6.0,315.0,5.0
4700000000,4.0,5.0,1050.0,5.0
395000000,2.0,3.0,79.0,3.0
155000000,,3.0,,2.0
510000000,3.0,3.0,100.0,6.0
2700000000,4.0,5.0,675.0,4.0
1900000000,5.0,4.0,240.0,6.0
630000000,2.0,3.0,160.0,5.0
380000000,4.0,8.0,360.0,3.0
415000000,3.0,4.0,154.0,
380000000,2.0,3.0,120.0,4.0
1400000000,,,221.0,4.0
4200000000,3.0,3.0,320.0,
2500000000,6.0,8.0,500.0,6.0
3800000000,,,,5.0
580000000,4.0,3.0,224.0,4.0
3200000000,5.0,5.0,550.0,6.0
2199000000,4.0,4.0,600.0,4.0
620000000,5.0,3.0,220.0,4.0
2500000000,3.0,5.0,220.0,
1100000000,3.0,5.0,324.0,5.0
12000000000,,12.0,1085.0,
430000000,3.0,3.0,200.0,
5000000000,4.0,4.0,5000.0,5.0
4800000000,3.0,4.0,300.0,6.0
250000000,2.0,3.0,110.0,
1160000000,3.0,3.0,,6.0
1750000000,3.0,3.0,315.0,6.0
680000000,,,299.0,3.0
5000000000,,,413.0,4.0
170000000,,2.0,,3.0
750000000,4.0,3.0,200.0,
850000000,5.0,7.0,340.0,4.0
245000000,,3.0,142.0,3.0
8700000000,3.0,3.0,556.0,6.0
220000000,3.0,4.0,140.0,4.0
295000000,3.0,3.0,130.0,4.0
850000000,3.0,4.0,258.0,3.0
3700000000,3.0,4.0,370.0,5.0
1650000000,9.0,7.0,296.0,5.0
850000000,3.0,4.0,334.0,
950000000,,13.0,296.0,3.0
1860000000,4.0,5.0,250.0,
310000000,,3.0,200.0,3.0
3700000000,6.0,5.0,420.0,6.0
3300000000,8.0,10.0,490.0,4.0
2400000000,2.0,3.0,206.0,5.0
1200000000,4.0,3.0,350.0,6.0
70000000,,2.0,43.0,2.0
750000000,,,210.0,3.0
5300000000,5.0,4.0,450.0,
320000000,3.0,5.0,180.0,
400000000,5.0,4.0,252.0,
920000000,4.0,4.0,375.0,5.0
144000000,,3.0,80.0,3.0
300000000,2.0,3.0,83.0,3.0
580000000,,4.0,300.0,3.0
570000000,4.0,3.0,140.0,5.0
5200000000,4.0,3.0,310.0,6.0
370000000,4.0,6.0,144.0,
9500000000,,12.0,1090.0,
5700000000,6.0,5.0,584.0,6.0
2750000000,5.0,4.0,270.0,6.0
1400000000,2.0,2.0,250.0,
1,4.0,5.0,850.0,5.0
3000000000,6.0,5.0,460.0,
1,4.0,4.0,300.0,5.0
2490000000,3.0,4.0,170.0,4.0
680000000,4.0,4.0,171.0,4.0
300000000,,3.0,,3.0
730000000,5.0,3.0,285.0,5.0
450000000,3.0,3.0,150.0,2.0
700000000,2.0,3.0,170.0,5.0
690000000,3.0,4.0,137.0,4.0
4100000000,4.0,4.0,252.0,4.0
650000000,,2.0,280.0,3.0
4200000000,3.0,4.0,,5.0
250000000,3.0,3.0,154.0,3.0
330000000,3.0,3.0,120.0,4.0
2600000000,5.0,4.0,340.0,6.0
900000000,5.0,7.0,215.0,5.0
13724059000,6.0,5.0,650.0,
900000000,,,342.0,3.0
240000000,2.0,2.0,105.0,3.0
2745000000,4.0,4.0,318.0,6.0
1980000000,5.0,5.0,420.0,
350000000,3.0,3.0,145.0,3.0
2400000000,6.0,3.0,264.0,
480000000,3.0,4.0,230.0,
14000000000,4.0,6.0,702.0,5.0
300000000,3.0,4.0,200.0,3.0
680000000,3.0,3.0,137.0,5.0
490000000,3.0,4.0,200.0,3.0
750000000,2.0,3.0,200.0,4.0
850000000,2.0,4.0,170.0,4.0
205000000,2.0,3.0,119.0,3.0
18213412236,3.0,4.0,200.0,3.0
5500000000,5.0,5.0,520.0,6.0
450000000,4.0,4.0,150.0,4.0
470000000,2.0,2.0,80.0,5.0
320000000,2.0,4.0,128.0,4.0
550000000,4.0,7.0,260.0,4.0
798000000,2.0,3.0,220.0,5.0
420000000,2.0,6.0,206.0,3.0
12200000000,6.0,6.0,840.0,5.0
495000000,3.0,3.0,90.0,5.0
370000000,2.0,3.0,130.0,4.0
299000000,2.0,6.0,147.0,3.0
230000000,2.0,3.0,68.0,2.0
1180000000,3.0,4.0,202.0,6.0
2600000000,4.0,4.0,340.0,6.0
380000000,2.0,4.0,87.0,4.0
750000000,4.0,4.0,300.0,5.0
1480000000,5.0,3.0,410.0,4.0
510000000,3.0,3.0,167.0,4.0
14430000000,7.0,5.0,691.0,
280000000,3.0,3.0,140.0,3.0
980000000,4.0,3.0,240.0,5.0
230000000,,2.0,,
1400000000,3.0,5.0,171.0,6.0
800000000,4.0,4.0,172.0,4.0
3300000000,8.0,12.0,422.0,5.0
11400000000,8.0,7.0,840.0,6.0
400000000,2.0,3.0,90.0,4.0
180000000,3.0,3.0,91.0,5.0
189000000,2.0,5.0,,3.0
2000000000,7.0,6.0,420.0,6.0
700000000,2.0,3.0,78.0,
7500000000,4.0,4.0,452.0,
1300000000,2.0,4.0,600.0,3.0
220000000,2.0,3.0,98.0,2.0
1800000000,3.0,3.0,300.0,6.0
1290000,3.0,3.0,240.0,5.0
310000000,3.0,5.0,143.0,3.0
1300000000,,,,
700000000,4.0,4.0,300.0,5.0
300000000,2.0,3.0,125.0,4.0
1280000000,5.0,5.0,254.0,6.0
500000000,2.0,5.0,321.0,
400000000,2.0,3.0,150.0,4.0
400000000,2.0,3.0,185.0,4.0
463000000,3.0,3.0,90.0,5.0
1500000000,3.0,3.0,258.0,5.0
550000000,4.0,9.0,144.0,
450000000,3.0,3.0,236.0,3.0
1300000000,4.0,4.0,,4.0
500000000,4.0,4.0,72.0,3.0
437000000,4.0,4.0,140.0,3.0
1500000000,3.0,4.0,338.0,4.0
480000000,2.0,3.0,90.0,
500000000,3.0,3.0,90.0,5.0
2000000000,6.0,,401.0,
1600000000,5.0,4.0,390.0,5.0
897000000,5.0,5.0,231.0,5.0
700000000,4.0,4.0,292.0,
2500000000,3.0,4.0,,5.0
3500000000,3.0,3.0,200.0,
6000000000,5.0,8.0,,5.0
2000000000,5.0,4.0,250.0,4.0
2300000000,3.0,3.0,366.0,6.0
4200000000,5.0,3.0,595.0,6.0
18000000000,6.0,10.0,1152.0,5.0
1000000000,3.0,3.0,268.0,5.0
3000000000,5.0,3.0,563.0,6.0
1050000000,7.0,5.0,490.0,4.0
5500000000,6.0,8.0,862.0,5.0
500000000,4.0,4.0,150.0,4.0
270000000,2.0,3.0,135.0,4.0
600000000,3.0,3.0,157.0,5.0
470000000,5.0,5.0,340.0,3.0
1400000000,3.0,3.0,450.0,
1800000000,3.0,3.0,250.0,
12000000000,,5.0,1037.0,
3000000000,7.0,6.0,89.0,
280000000,2.0,4.0,281.0,3.0
6500000000,5.0,5.0,,5.0
950000000,5.0,7.0,250.0,5.0
270000000,2.0,4.0,140.0,3.0
330000000,3.0,3.0,120.0,4.0
3100000000,5.0,5.0,500.0,6.0
1950000000,3.0,3.0,600.0,6.0
456000000,3.0,3.0,120.0,5.0
742000000,,,263.0,
8000000000,4.0,5.0,501.0,5.0
135000000,,3.0,84.0,3.0
950000000,4.0,4.0,360.0,4.0
2550000000,3.0,3.0,304.0,6.0
7200000000,,11.0,641.0,5.0
2897740000,9.0,9.0,1000.0,5.0
300000000,2.0,4.0,110.0,3.0
530000000,3.0,3.0,94.0,6.0
3500000000,,,660.0,
1300000000,6.0,4.0,230.0,6.0
620000000,4.0,6.0,2.0,4.0
270000000,2.0,3.0,180.0,3.0
550000000,2.0,,279.0,2.0
900000000,4.0,3.0,100.0,5.0
1000000000,3.0,3.0,222.0,6.0
1115000000,2.0,2.0,,
3800000000,9.0,6.0,1000.0,3.0
2570000000,2.0,3.0,300.0,5.0
2900000000,,,343.0,5.0
200000000,2.0,5.0,150.0,4.0
1050000000,3.0,4.0,300.0,6.0
5985974972,6.0,5.0,385.0,
380000000,2.0,5.0,284.0,2.0
1200000000,2.0,3.0,340.0,2.0
1500000000,6.0,6.0,,
183077400,3.0,4.0,107.0,2.0
1500000000,4.0,6.0,200.0,5.0
2600000000,6.0,5.0,360.0,5.0
189000000,2.0,5.0,130.0,3.0
1000000000,7.0,6.0,728.0,3.0
450000000,3.0,4.0,288.0,4.0
210000000,2.0,2.0,88.0,4.0
450000000,3.0,4.0,115.0,3.0
350000000,4.0,,,3.0
330000000,3.0,3.0,130.0,4.0
950000000,3.0,3.0,315.0,4.0
1050000000,3.0,3.0,264.0,
320000000,4.0,4.0,,3.0
250000000,2.0,5.0,40.0,3.0
2200000000,2.0,3.0,300.0,5.0
2000000000,5.0,3.0,220.0,6.0
700000000,4.0,4.0,320.0,
1800000000,3.0,3.0,250.0,
1850000000,5.0,4.0,250.0,6.0
1200000000,3.0,3.0,240.0,
320000000,2.0,5.0,207.0,3.0
1100000000,5.0,3.0,298.0,5.0
1000000000,2.0,3.0,121.0,4.0
816390000,3.0,3.0,802.0,
1600000000,6.0,9.0,468.0,5.0
12000000000,5.0,6.0,840.0,5.0
2500000000,4.0,4.0,1595.0,3.0
400000000,,3.0,86.0,
160000000,,2.0,98.0,
3900000000,5.0,8.0,240.0,
6500000000,4.0,4.0,450.0,6.0
2222640000,2.0,3.0,773.0,
900000000,3.0,3.0,320.0,
13967274933,6.0,5.0,700.0,5.0
240000000,2.0,3.0,110.0,2.0
610000000,2.0,3.0,147.0,5.0
800000000,3.0,3.0,179.0,6.0
2300000000,3.0,3.0,240.0,6.0
6300000000,5.0,3.0,380.0,4.0
850000000,2.0,3.0,270.0,5.0
1300000000,3.0,4.0,399.0,5.0
1350000000,4.0,3.0,450.0,6.0
6926828276,3.0,3.0,450.0,
4500000000,6.0,6.0,484.0,
280000000,2.0,3.0,,
4000000000,,13.0,270.0,6.0
5500000000,5.0,5.0,517.0,
1300000000,4.0,3.0,160.0,
395000000,4.0,3.0,162.0,4.0
690000000,2.0,4.0,,3.0
1250000000,3.0,3.0,270.0,
2600000000,6.0,4.0,600.0,6.0
5400000000,3.0,,540.0,
670000000,4.0,3.0,134.0,5.0
11500000000,,,1478.0,5.0
708000000,2.0,4.0,300.0,4.0
6584572469,7.0,6.0,280.0,6.0
295000000,2.0,3.0,110.0,3.0
16490000000,5.0,3.0,420.0,4.0
1350000000,4.0,3.0,150.0,6.0
700000000,4.0,6.0,210.0,4.0
320000000,3.0,7.0,168.0,3.0
2351000000,3.0,3.0,273.0,
1500000000,6.0,5.0,300.0,5.0
900000000,3.0,4.0,321.0,4.0
649000000,3.0,3.0,209.0,5.0
2500000000,2.0,2.0,3900.0,3.0
590000000,9.0,9.0,107.0,3.0
2300000000,4.0,4.0,400.0,5.0
2150000000,3.0,3.0,900.0,6.0
2500000000,5.0,3.0,500.0,3.0
300000000,3.0,4.0,,3.0
3800000000,2.0,2.0,200.0,
370000000,,4.0,140.0,3.0
350000000,,3.0,,
402980246,2.0,6.0,279.0,
1900000000,5.0,4.0,220.0,6.0
370000000,3.0,3.0,130.0,4.0
700000000,3.0,4.0,470.0,
2500000000,5.0,4.0,304.0,6.0
931171500,3.0,3.0,114.0,6.0
2750000000,6.0,4.0,270.0,6.0
630000000000,4.0,5.0,160.0,5.0
1500000000,4.0,8.0,240.0,
800000000,3.0,4.0,300.0,4.0
5000000000,3.0,11.0,696.0,5.0
420000000,2.0,3.0,160.0,
657000000,4.0,9.0,320.0,3.0
570000000,4.0,3.0,140.0,5.0
720000000,4.0,4.0,,5.0
900000000,5.0,4.0,523.0,3.0
3100000000,5.0,4.0,255.0,6.0
12000000000,5.0,7.0,840.0,
250000000,2.0,3.0,96.0,
270000000,2.0,3.0,134.0,3.0
900000000,4.0,4.0,115.0,5.0
390000000,3.0,5.0,174.0,
800000000,4.0,11.0,500.0,
1650000000,3.0,3.0,330.0,6.0
570000000,4.0,3.0,140.0,5.0
320000000,4.0,6.0,220.0,3.0
80000,,,2211.0,
1200000000,,3.0,150.0,
170000000,3.0,4.0,105.0,3.0
2550000000,4.0,4.0,206.0,6.0
7100000000,5.0,4.0,,6.0
450000000,,,80.0,3.0
350000000,2.0,5.0,168.0,
1142400000,2.0,4.0,500.0,4.0
410000000,3.0,3.0,135.0,
6600000000,,9.0,770.0,4.0
580000000,4.0,5.0,195.0,4.0
2200000000,5.0,4.0,600.0,6.0
500000000,4.0,6.0,190.0,3.0
600000000,2.0,5.0,260.0,3.0
1750000000,5.0,5.0,450.0,5.0
6584572469,5.0,4.0,308.0,6.0
480000000,3.0,4.0,115.0,
620000000,3.0,3.0,200.0,5.0
2250000000,4.0,3.0,237.0,5.0
570000000,3.0,5.0,,
1700000000,4.0,3.0,220.0,5.0
3700000000,7.0,5.0,490.0,6.0
6990000000,6.0,6.0,490.0,6.0
765000000,4.0,6.0,204.0,5.0
5200000000,11.0,9.0,740.0,
570000000,4.0,3.0,140.0,5.0
500000000,2.0,3.0,90.0,5.0
4221000000,3.0,3.0,300.0,
1800000000,,5.0,260.0,
1,5.0,3.0,324.0,6.0
330000000,3.0,3.0,110.0,4.0
240000000,2.0,4.0,150.0,3.0
12000000000,5.0,6.0,840.0,4.0
1200000000,3.0,4.0,350.0,4.0
320000000,2.0,3.0,273.0,2.0
2500000000,,12.0,,
2250000000,2.0,4.0,160.0,
1400000000,3.0,6.0,277.0,5.0
270000000,2.0,4.0,170.0,3.0
1800000000,4.0,3.0,230.0,6.0
700000000,4.0,4.0,205.0,4.0
790000000,5.0,4.0,210.0,
550000000,3.0,3.0,,5.0
5661000000,3.0,3.0,463.0,
11971949943,4.0,4.0,,4.0
9058775457,4.0,4.0,406.0,
500000000,3.0,4.0,225.0,3.0
780000000,3.0,3.0,220.0,5.0
700000000,4.0,4.0,300.0,5.0
4500000000,5.0,6.0,460.0,5.0
500000000,4.0,5.0,309.0,5.0
390000000,3.0,3.0,118.0,4.0
7000000000,,14.0,572.0,4.0
450000000,3.0,5.0,,
8500000000,8.0,11.0,316.0,
11900000000,8.0,6.0,840.0,6.0
7100000000,6.0,5.0,437.0,
3780000000,3.0,,540.0,5.0
250000000,,3.0,142.0,3.0
950000000,4.0,5.0,187.0,4.0
1600000000,5.0,3.0,400.0,6.0
210000000,2.0,3.0,,2.0
400000000,3.0,4.0,172.0,3.0
12500000000,5.0,5.0,632.0,5.0
391400000,4.0,4.0,180.0,4.0
3200000000,,20.0,,3.0
1340000000,2.0,4.0,391.0,
7981299962,6.0,8.0,500.0,5.0
3000000000,3.0,3.0,,
2200000000,7.0,7.0,360.0,5.0
600000000,3.0,7.0,105.0,4.0
1400000000,5.0,12.0,318.0,3.0
890000000,8.0,9.0,400.0,5.0
5985974972,7.0,5.0,385.0,6.0
550000000,6.0,6.0,180.0,
1490000000,3.0,3.0,210.0,
2600000000,4.0,4.0,308.0,
260000000,2.0,4.0,54.0,4.0
5000000000,8.0,7.0,300.0,6.0
1200000000,3.0,3.0,222.0,5.0
330000000,3.0,3.0,116.0,4.0
730000000,5.0,4.0,205.0,4.0
1800000000,3.0,6.0,320.0,5.0
230000000,2.0,4.0,140.0,3.0
935000000,2.0,2.0,110.0,5.0
6450000000,4.0,4.0,440.0,4.0
320000000,,2.0,150.0,3.0
5500000000,4.0,5.0,575.0,
590000000,2.0,3.0,112.0,4.0
1350000000,3.0,3.0,,
1700000000,3.0,6.0,300.0,5.0
1150000000,4.0,4.0,160.0,6.0
210000000,,3.0,85.0,3.0
1100000000,2.0,3.0,327.0,5.0
900000000,3.0,3.0,110.0,5.0
2000000000,,20.0,300.0,3.0
2400000000,3.0,3.0,230.0,4.0
299000000,2.0,5.0,160.0,3.0
180000000,,,55.0,
1500000000,3.0,3.0,450.0,
3600000000,2.0,3.0,274.0,
4500000000,2.0,4.0,3000.0,
380000000,3.0,3.0,150.0,4.0
13000000000,5.0,7.0,840.0,4.0
1600000000,3.0,3.0,196.0,6.0
3600000000,7.0,6.0,700.0,6.0
1500000000,3.0,7.0,400.0,5.0
1000000000,3.0,4.0,200.0,4.0
3600000000,6.0,5.0,170.0,
3200000000,8.0,8.0,347.0,5.0
1300000000,5.0,5.0,221.0,
13000000000,,,,
490000000,4.0,3.0,180.0,3.0
5500000000,6.0,7.0,980.0,5.0
495000000,2.0,3.0,90.0,5.0
1350000000,5.0,3.0,450.0,6.0
680000000,4.0,3.0,241.0,5.0
165000000,2.0,3.0,81.0,3.0
1300000000,4.0,3.0,364.0,4.0
7981299962,2.0,,254.0,5.0
2700000000,,5.0,,5.0
16000000000,,11.0,1103.0,
400000000,3.0,3.0,170.0,4.0
7000000000,7.0,5.0,335.0,6.0
450000000,4.0,4.0,164.0,4.0
230000000,2.0,3.0,110.0,3.0
2700000000,4.0,4.0,329.0,6.0
500000000,3.0,6.0,162.0,3.0
700000000,4.0,4.0,205.0,4.0
340000000,4.0,4.0,190.0,4.0
660000000,3.0,3.0,200.0,5.0
950000000,3.0,4.0,196.0,6.0
390000000,3.0,4.0,150.0,3.0
16000000000,,11.0,1103.0,6.0
560000000,2.0,2.0,130.0,
416340790,2.0,6.0,279.0,
1500000000,6.0,12.0,432.0,3.0
380000000,3.0,4.0,115.0,4.0
750000000,2.0,3.0,185.0,
6900000000,9.0,20.0,856.0,5.0
6000000000,,13.0,2800.0,
1400000000,4.0,3.0,408.0,4.0
2300000000,4.0,4.0,250.0,6.0
3800000000,3.0,4.0,,
1900000000,8.0,7.0,170.0,
450000000,2.0,5.0,84.0,4.0
570000000,4.0,3.0,140.0,5.0
1340000000,3.0,3.0,156.0,4.0
1200000000,3.0,4.0,544.0,
23943899886,,12.0,1205.0,
2200000000,4.0,3.0,280.0,6.0
300000000,,4.0,224.0,3.0
2580000000,3.0,5.0,387.0,5.0
12500000000,6.0,6.0,720.0,
480000000,3.0,3.0,200.0,4.0
1300000000,4.0,4.0,1100.0,6.0
520000000,6.0,5.0,205.0,4.0
700000000,4.0,4.0,300.0,5.0
1500000000,2.0,3.0,750.0,3.0
1500000000,4.0,3.0,602.0,4.0
540000000,2.0,3.0,131.0,
18500000000,,11.0,1220.0,
260000000,3.0,6.0,128.0,2.0
800000000,5.0,5.0,190.0,4.0
650000000,3.0,3.0,,4.0
260000000,4.0,4.0,,3.0
390000000,3.0,5.0,174.0,3.0
6900000000,,,1096.0,
415000000,2.0,4.0,216.0,4.0
3700000000,7.0,5.0,480.0,6.0
3000000000,7.0,5.0,490.0,6.0
13967274933,,11.0,1103.0,
2400000000,4.0,4.0,428.0,6.0
12000000000,,,1.0,5.0
1000000000,3.0,4.0,222.0,5.0
390000000,2.0,3.0,78.0,3.0
16760729920,,11.0,1220.0,
1700000000,7.0,4.0,420.0,6.0
1500000000,9.0,9.0,,3.0
520000000,2.0,4.0,100.0,4.0
1400000000,5.0,4.0,300.0,6.0
1800000000,5.0,6.0,420.0,5.0
700000000,2.0,2.0,,
393000000,2.0,3.0,90.0,
9000000000,9.0,9.0,900.0,
